ssn	job	company	mail	address	name	birthdate	username	current_location	registration	blood_group	user_id	station_ID
51092638768	Estofador	das Neves e Filhos	nda-paz@yahoo.com.br	"Praia de Sousa, 76
Monte Azul
88153887 Siqueira / PA"	Raquel Teixeira		maria-vitoriacaldeira		05/23/2020, 00:00:00	O-	1507	215
102-54-7343		中島食品有限会社	rikayamamoto@gmail.com	高知県江戸川区明石町3丁目27番2号 湯本塩原クレスト859	橋本 陽子	2015-05-09	ryosuke29		30 May 2024	B+	1146	184
GNVMRA94C50H315S		Schiaparelli, Pavarotti e Doria e figli	lbombieri@tin.it		Giuliano Mastroianni		bondumierantonia	(Decimal('-77.3577235'), Decimal('26.137820'))	27 Aug 2024	O-	425	661
30851794610	Tecnólogo em silvicultura	Mendonça	cassianomaria-sophia@ig.com.br	"Setor de Borges, 69
Vila Fumec
74235229 Dias da Serra / PB"	Lara Pacheco	1981-07-15	afernandes	(Decimal('15.5113285'), Decimal('-168.560350'))	05/26/2025, 00:00:00	AB+	866	239
07869435210		Albuquerque	ottovargas@ig.com.br	"Pátio de Fernandes, 59
Distrito Industrial Do Jatoba
27988-937 Pimenta / TO"	Vitor Gabriel Sousa	1930-04-14	tmarques	(Decimal('-73.8047285'), Decimal('174.114293'))	2023-04-05	AB+	43	24
561-67-0926	Fleischer	Lachmann GbR	calogeroklemt@gmx.de	"Mariele-Geisler-Straße 73-46
09137 Schwarzenberg"	Theres Atzler		silviokeudel	(Decimal('59.878337'), Decimal('-102.863563'))	2018/12/03	B+	1251	703
462-20-3294	Health and safety inspector	Castillo PLC	taylorberg@hotmail.com	"4446 Davis Mall Apt. 863
Karenfurt, FM 87888"	Jose Jackson	1956-05-20	erica10	(Decimal('-67.479454'), Decimal('178.092246'))	10 Feb 2020	A+	1211	316
25468079356		Jesus	kamillymoura@ig.com.br	"Fazenda da Conceição, 5
Vila Nova Paraíso
23995-605 Peixoto de Gomes / RN"	Maria Isis Ribeiro		maite79	(Decimal('88.471604'), Decimal('112.127068'))	2020-05-27	O-	1195	769
078-91-6641		Norton-Johnson	harrisdaniel@yahoo.com	"5258 Thomas Knoll
Briannabury, FM 95144"	Terry Jefferson		lindajones	(Decimal('-86.1865655'), Decimal('0.271600'))	03/18/2022, 00:00:00	O-	592	177
DNLTRS36L19E977B	Clinical embryologist	Salata, Tacchini e Iacobucci s.r.l.	xcerquiglini@tele2.it	"Vicolo Graziella, 688 Appartamento 7
24061, Albano Sant'Alessandro (BG)"	Greca Pavanello	1992-12-24	cicalamatilda	(Decimal('2.8375005'), Decimal('-133.784300'))	28 Oct 2021	O-	149	124
094-82-8005	Higher education careers adviser	Nguyen, Johnson and Valdez	daniel53@gmail.com	"02761 Tucker Estates Suite 463
Lake Danielle, HI 96912"	Jennifer Marshall		douglas51	(Decimal('-47.131555'), Decimal('-74.671380'))	01 Sep 2023	AB+	86	322
DVRSBL40R30D756W	Pharmacist, community	Scandone-Brambilla s.r.l.	ritaviola@tim.it	"Viale Marcello, 72 Piano 7
42010, Cavola (RE)"	Ranieri Toldo		natalia69		09 Aug 2023	O-	202	45
TRSMRN17E17I867E	Dietitian	Battisti-Guidotti Group	celentanoagostino@gmail.com	"Piazza Lancisi, 457 Piano 5
11018, Villeneuve (AO)"	Giulio Mondaini	2010-07-30	cammarataalfio	(Decimal('25.524158'), Decimal('-37.489826'))	2021-12-13	O+	361	138
647-62-1727		Dörschner GmbH	lstadelmann@hotmail.de		Angelina Säuberlich	1954-09-27	nhein	(Decimal('70.9988425'), Decimal('171.019596'))	2024/12/15	A-	779	618
MTTGSP38A25B240W		Cesaroni-Pignatti s.r.l.	msaragat@outlook.com		Dott. Amedeo Cesaroni		wbarillaro	(Decimal('-2.7995555'), Decimal('-105.578511'))	2022-02-26	B-	735	29
PLCSYV25L19H890Y		Errani e figli	gcavanna@alice.it	"Stretto Alberto, 0 Appartamento 2
03100, De Matteis (FR)"	Nicoletta Faranda-Agostini	1959-12-29	mastroiannimichelotto	(Decimal('-78.261026'), Decimal('33.779385'))	2023-11-26	O-	1993	188
605-57-3408	Fleischer	Pärtzelt Lindner e.G.	barkholzkarl@hotmail.de	"Agnes-Steinberg-Ring 732
95570 Nauen"	Ben Gude		uluebs	(Decimal('-24.397833'), Decimal('44.776809'))	06/18/2024, 00:00:00	O-	1547	449
654-05-9222		小林通信合同会社	maitanaka@gmail.com	北海道いすみ市丸の内4丁目9番4号	山本 和也		tanakakyosuke		11/22/2022, 00:00:00	AB-	2077	576
710-44-0335		有限会社吉田運輸	momokoaoki@gmail.com	福井県足立区木立27丁目10番5号	長谷川 裕樹	1997-02-19	rika92	(Decimal('80.1374355'), Decimal('-12.618474'))	2020-07-12	B-	678	243
86142753900		Cardoso - EI	davi-miguel55@hotmail.com	"Vila Ana Liz Monteiro, 2
Alto Das Antenas
04287-970 das Neves / RJ"	Luna Rios	1964-08-25	tborges	(Decimal('84.354111'), Decimal('105.924659'))	05 Dec 2018	A+	847	62
92510378686		Oliveira	ada-costa@ig.com.br	"Colônia Montenegro, 3
Graça
76075-125 Jesus do Sul / AL"	Melina da Mota		antony08	(Decimal('1.5302005'), Decimal('-153.094107'))	03/21/2020, 00:00:00	B-	932	35
612-75-7344		Henschel KG	vloewer@gmail.com	"Tilmann-Aumann-Allee 58-72
82124 Wiedenbrück"	Dipl.-Ing. Kathleen Metz B.Sc.	1986-07-08	wohlgemutjan-peter	(Decimal('-24.0714395'), Decimal('79.658701'))	2022-07-29	A+	1803	600
ZMPLSI39C31L474Z		Errani Group	simonettaimpastato@fastwebnet.it	"Viale Zeffirelli, 9
80034, Casaferro (NA)"	Elena Morellato	1922-03-14	toni93	(Decimal('-36.0571655'), Decimal('30.847462'))	07/10/2020, 00:00:00	B-	819	492
167-56-7535	Microbiologist	Young, Cooper and Moody	heather72@yahoo.com	"07456 Davis Lodge Suite 345
Hayesfurt, FL 98372"	Paul Stone Jr.	1939-10-16	uwelch	(Decimal('13.683912'), Decimal('-80.769277'))	10/10/2020, 00:00:00	B-	61	719
179-79-5367	Chirurgiemechaniker	Zobel Tlustek GmbH & Co. OHG	loewerfrancis@aol.de	"Stiffelgasse 74/41
89365 Wismar"	Zofia Butte MBA.	1977-09-06	jjuncken	(Decimal('23.201427'), Decimal('-122.465800'))	2025/08/08	A+	365	417
154-23-6877		松本印刷株式会社	rika41@hotmail.com	山梨県横浜市泉区港南12丁目27番6号	伊藤 裕太	1982-11-18	yoshidakazuya		03/06/2020, 00:00:00	AB+	1735	475
568-05-0691		株式会社伊藤建設	haruka17@yahoo.com	香川県狛江市土沢22丁目9番2号 秋葉原パレス068	加藤 修平	1930-05-23	vtakahashi	(Decimal('45.7253555'), Decimal('-55.060508'))	10/20/2022, 00:00:00	O-	1906	275
46782195011	Médico	Gomes - ME	spinto@gmail.com	"Jardim Gabriel Fonseca, 68
Cabana Do Pai Tomás
15958-880 Brito do Sul / PE"	Hadassa Pacheco	1998-06-25	da-luzisaque	(Decimal('-1.3042645'), Decimal('161.235743'))	2021-09-06	A-	1592	756
92835476083		Teixeira	maria-luizasales@uol.com.br	"Pátio Sampaio
Vila Santo Antônio
09010-370 Melo Verde / BA"	Mariana Pereira		yguerra	(Decimal('41.514819'), Decimal('-176.604581'))	2024/04/26	AB-	985	31
540-65-1766		Baker-Villa	lvargas@hotmail.com	"539 Phelps Orchard Apt. 718
New Timothystad, MD 33971"	Hannah Figueroa		brianrice		14 Sep 2023	O+	628	605
663-66-6918		Haney-Yates	carrie61@gmail.com	"68224 Marshall Haven
East Chrisshire, IN 70689"	Angela Ramirez		nhoward	(Decimal('26.4236715'), Decimal('-93.670125'))	16 Feb 2024	A-	1082	258
284-22-9508		株式会社松田建設	mokada@gmail.com	福岡県武蔵村山市橋場21丁目19番14号 戸塚町アーバン331	藤田 さゆり	1917-08-28	yumiko44	(Decimal('-35.227191'), Decimal('-148.638249'))	2022-08-26	AB+	168	92
ZMNMRN82R50D661R		Balotelli-Sanguineti SPA	rosa51@gmail.com	"Via Giancarlo, 86
20835, Taccona (MB)"	Danilo Tomasetti	1915-01-12	cipriano54	(Decimal('74.648923'), Decimal('171.563311'))	11/25/2023, 00:00:00	B+	1422	403
86209547176		da Mota Lima e Filhos	dfreitas@hotmail.com	"Chácara Vasconcelos, 24
Vila De Sá
00872207 Souza da Mata / SE"	Maria Laura Vieira		dpastor	(Decimal('-7.9423885'), Decimal('40.703102'))	2024/12/21	B-	1987	396
30286547929		Sá	vinicius49@uol.com.br	"Morro de Pereira, 60
Tupi B
98458-729 Costa / ES"	Luara Guerra		gabrielly74	(Decimal('66.063133'), Decimal('136.355504'))	24 Sep 2018	B+	1416	79
37059812423	Oculista	Gomes	ifernandes@ig.com.br		Dra. Laura Moraes		asafesa	(Decimal('48.900690'), Decimal('81.486874'))	12 Sep 2024	AB+	1346	253
CRCPRL83M49I469O	Production designer, theatre/television/film	Tafuri, Sermonti e Combi Group	angelina30@hotmail.it	"Incrocio Lucarelli, 0
14030, Penango (AT)"	Angelica Caetani	1974-06-21	ottavio43	(Decimal('23.404629'), Decimal('20.436474'))	2024/03/27	AB-	1820	116
VNZMRK94T71L059E		Tiepolo-Dellucci e figli	tizianorensi@gmail.com		Agostino Fiorucci	1976-07-18	mauriliobellucci	(Decimal('-33.456928'), Decimal('-163.852274'))	2023-04-22	AB+	989	264
PLNSLO13T19B725M	Fisheries officer	Callegaro, Bignami e Brunelleschi SPA	marinagianetti@vodafone.it	"Incrocio Cristoforetti, 3
13040, Balocco (VC)"	Cesare Interminelli-Toso	1943-12-03	cgoldoni	(Decimal('-52.1575215'), Decimal('88.262468'))	05/12/2020, 00:00:00	O+	874	241
154-89-4198	Drogist	Lange Lorch AG	gdrub@aol.de	"Raissa-Kramer-Allee 4001
32565 Badalzungen"	Lissi Freudenberger		heseralexa	(Decimal('51.9701835'), Decimal('121.879441'))	2024-03-13	O-	676	691
68072394592	Marinheiro	Siqueira S.A.	vinicius10@ig.com.br	"Área de da Mata, 438
Maria Virgínia
39403515 Araújo dos Dourados / ES"	Enrico Marques		juliana22	(Decimal('52.240321'), Decimal('-67.091604'))	2019/10/03	B-	1433	401
13672549061		Vasconcelos - EI	fmonteiro@hotmail.com	"Jardim Gael Henrique Borges, 16
Bom Jesus
27080-521 Rezende Verde / AL"	Heloísa Novaes	2025-06-15	eduardaborges	(Decimal('-44.634654'), Decimal('135.853166'))	11/11/2018, 00:00:00	O+	453	275
036-99-2939		株式会社小林建設	rika04@yahoo.com	三重県江東区竜泉38丁目22番5号	中川 晃		ltanaka		08 Sep 2020	A-	437	645
85476901310		Fernandes	opereira@bol.com.br	"Favela Sarah Costa
Conjunto Santa Maria
21923658 Freitas do Amparo / AC"	Dr. Dom Câmara		rafaelferreira	(Decimal('-31.941164'), Decimal('143.022681'))	03/20/2025, 00:00:00	B+	1416	541
08257146307		Barbosa e Filhos	melissa51@yahoo.com.br	"Vale de Barros, 81
Acaba Mundo
63305213 da Mota / ES"	Vitor Rezende	1974-01-02	esther06	(Decimal('73.6143545'), Decimal('20.068828'))	2021-07-28	AB-	827	514
341-35-2253		Martinez-Schmidt	jeffery97@yahoo.com	"060 Tina Ridges
Shawnstad, TX 64680"	James Cline	1963-02-10	grantkathleen	(Decimal('74.1641365'), Decimal('34.111017'))	2025/05/01	B-	1666	484
378-36-3241	アニメーター	有限会社小林食品	naoki61@yahoo.com		太田 淳		inouekazuya	(Decimal('21.478069'), Decimal('-28.989633'))	2023-01-16	A+	1365	152
255-09-3289		Williams-Parker	ryan03@yahoo.com	"2472 Bell Roads Suite 503
Williamport, HI 42807"	Joan Hart	1978-05-15	christinajames	(Decimal('-17.874046'), Decimal('97.839334'))	2020/03/29	AB+	2095	572
391-11-4927	Pilot, airline	Martin PLC	vparker@hotmail.com		Ashley Carlson	1998-01-06	sanchezariel	(Decimal('-72.320352'), Decimal('7.170751'))	2023-07-14	B-	336	464
250-93-2757	医療事務員	株式会社中島運輸	tsubasa52@hotmail.com	宮城県西東京市鳥越20丁目7番14号	佐々木 千代	2001-10-27	hsasaki	(Decimal('34.340582'), Decimal('-53.767064'))	2020-10-12	O-	276	26
323-98-3032		近藤水産有限会社	hasegawasotaro@yahoo.com		前田 陽子		yoshidataro	(Decimal('-56.0441015'), Decimal('-151.258058'))	08/30/2021, 00:00:00	O+	1901	35
775-42-3089	ウェブデザイナー	株式会社松本鉱業	wnakagawa@yahoo.com	愛媛県荒川区丹勢29丁目4番7号 前弥六南町シティ533	加藤 知実		naokoyamamoto	(Decimal('-50.2981215'), Decimal('122.206191'))	09/16/2019, 00:00:00	B-	747	146
875-73-5417		渡辺鉱業有限会社	hashimotorei@gmail.com	群馬県四街道市丸の内26丁目11番17号	佐々木 聡太郎		kenichi94	(Decimal('-44.8265145'), Decimal('-104.316190'))	2018-11-01	A-	2061	692
378-97-5555		Trubin Steckel AG & Co. KGaA	heideloremuelichen@yahoo.de		Svetlana Lorch		schleichmarlen	(Decimal('76.2407825'), Decimal('-86.684256'))	09 Jun 2025	AB+	261	555
071-88-0854		Geißler	leylamies@yahoo.de		Frau Irmela Carsten B.Sc.	1987-05-18	fspiess	(Decimal('31.7801575'), Decimal('-6.976991'))	21 Aug 2023	B+	2034	225
43965172034		Silva e Filhos	tnovais@gmail.com	"Trecho Pereira, 4
Ernesto Nascimento
88388-176 Sousa de Oliveira / DF"	Mirella Siqueira		yporto	(Decimal('0.062455'), Decimal('177.409952'))	12 Jul 2024	AB+	1102	404
645-61-8225	行政書士	合同会社田中農林	osamu18@gmail.com	埼玉県いすみ市外神田9丁目20番19号 シティ東神田490	松本 浩	1953-07-06	matsumotoyoko	(Decimal('-66.5536945'), Decimal('59.122895'))	2024-05-11	AB+	1027	678
29580741611		Borges - EI	mendesjoana@gmail.com	"Praia Novaes, 87
Conjunto Taquaril
09748908 Casa Grande Verde / DF"	Maria Clara Cunha	1959-10-12	ana-vitoriafreitas	(Decimal('-88.2435545'), Decimal('146.894856'))	08/29/2019, 00:00:00	A+	155	520
816-75-0758		松田食品株式会社	satoyui@yahoo.com	兵庫県江戸川区独鈷沢15丁目18番11号 山中新田パレス615	田中 裕樹	1962-11-02	labe	(Decimal('76.8429495'), Decimal('83.955793'))	2023-11-22	O-	800	234
864-81-5308	Erzieher	Höfig Franke Stiftung & Co. KG	qheser@yahoo.de	"Albrecht-Thanel-Ring 9/1
22032 Perleberg"	Stephen Wulf	1951-07-17	dussen-vanhans-hermann	(Decimal('32.2951075'), Decimal('40.983266'))	2020-09-10	B+	1694	189
325-81-2722	航海士	株式会社山口電気	endoryosuke@yahoo.com	茨城県大田区油井11丁目27番16号	岡本 篤司		smatsuda	(Decimal('-21.553560'), Decimal('-68.652797'))	2021-08-18	A-	1749	329
222-73-9672		遠藤水産有限会社	akemitanaka@yahoo.com	徳島県神津島村浅草橋24丁目12番9号	林 京助	1960-06-17	rmatsumoto	(Decimal('-49.8250135'), Decimal('177.768580'))	02/06/2024, 00:00:00	AB-	274	486
397-58-9251		Garcia, Cook and Johnson	mclaughlinkelly@yahoo.com	"868 Herrera Forest Apt. 773
South Rodneyview, PR 34341"	Catherine Marshall	2023-11-23	taylorjames		2020-04-17	A+	464	367
063-26-9984	Chirurgiemechaniker	van der Dussen Gieß AG	hahnveronique@googlemail.com	"Linda-Hettner-Straße 3-6
28575 Ludwigslust"	Zeljko Austermühle	2019-12-02	kristinakensy		2024/01/19	B-	515	553
877-21-7846	Science writer	Hernandez, Sanchez and Harper	brian72@gmail.com	"PSC 2376, Box 8536
APO AA 80237"	Amy Strickland		madison40	(Decimal('-7.401953'), Decimal('-138.471755'))	2025/05/22	O-	1105	362
690-59-1578	配管工	有限会社林ガス	kimurayoko@yahoo.com		松本 陽一	1964-07-30	nakamuraryosuke	(Decimal('67.2079805'), Decimal('-124.452097'))	01/15/2023, 00:00:00	AB-	418	669
068-12-0121		Rädel	eddamende@aol.de		Cathrin Lachmann	1923-10-16	ffliegner	(Decimal('15.8209255'), Decimal('-73.872630'))	12 Sep 2025	A-	166	68
738-02-3641		加藤食品有限会社	nakajimanaoko@hotmail.com	大阪府日野市箭坪13丁目12番3号	田中 拓真		nanami37	(Decimal('0.4446805'), Decimal('-1.191058'))	2024-04-29	AB+	643	541
825-22-4364		田中情報株式会社	hayashitsubasa@yahoo.com	宮城県新宿区四番町8丁目17番6号 千束クレスト277	吉田 桃子	1945-09-19	ghashimoto	(Decimal('-16.834122'), Decimal('-98.939213'))	11 Dec 2018	B+	426	336
661-05-6255		Hettner Stiftung & Co. KGaA	larissasauer@yahoo.de	"Irmela-Otto-Allee 6455
39094 Bad Brückenau"	Melita Jäkel		holzapfelcilli	(Decimal('7.800511'), Decimal('122.447173'))	2021/06/10	O-	1388	432
249-85-8355		Cooper PLC	loretta97@yahoo.com	"92086 Reed Street Apt. 981
Sarahview, OH 86684"	Carl Gonzalez		moorejuan	(Decimal('20.5527705'), Decimal('-45.533154'))	07/22/2025, 00:00:00	AB-	1636	534
59341782023	Webmaster	Moura	murilogomes@yahoo.com.br	"Alameda de Porto, 7
Funcionários
88786359 Oliveira do Galho / PB"	Ana Beatriz Barros	1997-10-31	samuel07	(Decimal('15.847963'), Decimal('104.367126'))	2024-03-08	A-	1218	160
735-41-4169		Cox Inc	mweiss@yahoo.com		Julia Grant		tonyjenkins	(Decimal('5.7149065'), Decimal('-22.437037'))	2022-01-02	B-	940	346
729-56-1248		Hertrampf	selmakuehnert@gmx.de		Wilfriede Kade		dreweshans-jochen	(Decimal('81.4548595'), Decimal('-90.950066'))	2021-05-22	B+	843	128
127-32-6236		Crane LLC	ucarlson@gmail.com		Michael Thompson		umartin	(Decimal('-63.5194775'), Decimal('139.744712'))	2021-09-23	O-	1471	407
72165048958	Radialista	da Rocha S/A	goliveira@hotmail.com	"Parque Oliveira
Silveira
01807-438 Araújo / AM"	Luara Nunes		oliveiramurilo	(Decimal('85.1774795'), Decimal('59.226129'))	18 Mar 2025	A+	1847	49
491-27-7704	Augenoptiker	Wohlgemut	otextor@yahoo.de		Nadeschda Schuster MBA.	1952-04-18	annegreteeigenwillig	(Decimal('-21.448409'), Decimal('96.526330'))	2020/06/02	B+	328	699
FGTRAI68P14E790W	Building surveyor	Detti, Barberini e Ovadia e figli	brugnarocarla@alice.it		Camillo Ferragamo	1914-09-13	rossellinipierluigi	(Decimal('16.7699045'), Decimal('82.597578'))	27 Oct 2021	O+	131	691
29673184003	Profissional de comércio exterior	Rezende - EI	josuefonseca@ig.com.br		Yago Machado	2020-06-19	pcavalcanti	(Decimal('79.1026725'), Decimal('-24.693877'))	2020/05/12	O-	1728	744
50927843188	Passador	Santos Duarte e Filhos	maria-isisvasconcelos@yahoo.com.br	"Alameda Levi da Luz, 56
Vila São Geraldo
18669-303 da Luz / RR"	Erick Costela	2007-05-23	mathias38	(Decimal('-62.2859205'), Decimal('141.616091'))	2024-12-23	B+	1671	385
CLLMDA56R70I430R		Aporti-Murri s.r.l.	wnitto@tin.it	"Via Navarria, 3 Appartamento 5
66023, Francavilla Al Mare Rione Foro (CH)"	Natalia Mazzeo	1981-05-21	rosariapavone	(Decimal('28.435167'), Decimal('103.034387'))	12/19/2019, 00:00:00	AB+	660	36
485-24-9567		Irwin, Miller and Ford	raven32@hotmail.com	"09761 Evans Haven Apt. 692
Saraville, FL 17174"	Molly Marshall		usharp	(Decimal('79.9986495'), Decimal('-75.139302'))	2023/08/05	A+	906	765
92587410304	Dublê	Farias Camargo S/A	nicole64@bol.com.br	"Conjunto Davi Miguel Rodrigues, 434
Jardim Guanabara
28942-145 Albuquerque do Sul / MG"	Marina Rios	1944-08-12	bruno90	(Decimal('81.304591'), Decimal('123.089332'))	13 Jan 2023	AB-	1714	524
360-88-9839	Risk analyst	Davis-Martin	jacobwalker@gmail.com		Joshua Patel		renee41	(Decimal('2.094658'), Decimal('-77.095776'))	12/19/2018, 00:00:00	B+	1540	213
242-03-0251		合同会社林ガス	momoko02@gmail.com		高橋 あすか	2003-11-11	nanami54	(Decimal('-29.6865715'), Decimal('35.441587'))	01 Aug 2025	B-	1747	9
CRSLDC63E09L437M		Foa, Garibaldi e Mantegazza Group	greca35@live.com		Rosa Saracino		oresterizzo	(Decimal('-28.7196785'), Decimal('-117.151954'))	2020/06/13	O-	791	114
LNZGRC74T51D202F		Surian SPA	gorivalentina@live.com		Sig.ra Rosaria Comencini	1943-11-11	silvia77	(Decimal('33.255662'), Decimal('-120.332082'))	04/03/2025, 00:00:00	AB-	1870	234
837-75-0727		Zimmerman and Sons	karensantos@hotmail.com	"512 Summers Squares
Isaiahstad, FL 06579"	Carla Berry		martinedgar		05/22/2022, 00:00:00	AB+	1860	634
SLRNNZ86P28C978F	Commercial/residential surveyor	Forza-Comeriato Group	fabiaprada@gmail.com	"Borgo Foscari, 47 Piano 5
70015, Noci (BA)"	Gianna Borrani		donatoniazeglio	(Decimal('36.9261305'), Decimal('51.171964'))	2019-07-08	B+	341	565
05786923177		Gomes	antonella81@uol.com.br	"Núcleo de Novais, 91
Conjunto Lagoa
34962271 Câmara do Galho / AL"	Sr. Calebe Santos		olivermartins	(Decimal('-26.079729'), Decimal('-64.051743'))	04/13/2025, 00:00:00	B+	1988	438
302-84-3824		Kitzmann GmbH	paulo43@googlemail.com	"Haeringallee 9804
17019 Spremberg"	Leila Warmer		markus76	(Decimal('4.353797'), Decimal('-131.509601'))	2019-02-13	A-	2058	413
30178569259	Químico farmacêutico	Farias Cunha S.A.	teixeirabruno@yahoo.com.br		Fernanda Rodrigues	1925-02-19	eloah37	(Decimal('66.284330'), Decimal('-158.471472'))	05/21/2021, 00:00:00	O+	1194	134
PRRMLT27L44H300D		Cassarà, Malaparte e Carli e figli	cavannapuccio@libero.it	"Stretto Elladio, 13
86037, Palata (CB)"	Dino Abate	2022-04-09	agnolo63	(Decimal('-6.930070'), Decimal('-143.857046'))	30 Mar 2020	O+	513	467
014-60-1425		Miller LLC	fcalhoun@hotmail.com	"53740 Berry Drives Suite 906
Smithview, ID 23782"	Glenn Murray		alexander22	(Decimal('-76.815420'), Decimal('-50.627450'))	21 Mar 2025	AB-	1607	0
68140792594		Cirino e Filhos	alvesjoao-gabriel@gmail.com		Gabrielly Azevedo	1989-07-09	silvamaria-luiza	(Decimal('-35.9463585'), Decimal('22.282151'))	2020/01/06	A-	1640	691
611-28-5241		Wilcox-Stone	kramermaria@hotmail.com	"8833 Angela Radial Suite 813
Lake Claudiaview, PW 89769"	Kerri Phillips	2021-05-07	corey74	(Decimal('28.0145915'), Decimal('-37.510517'))	12 Jun 2020	B+	2089	5
635-98-8751	Retail buyer	Mcgee, Moore and Reeves	joneschristina@yahoo.com	"364 Anne Lane Suite 219
Mauricebury, IA 28973"	Katherine White	1932-06-09	rebeccadickson	(Decimal('77.596277'), Decimal('145.885663'))	2021-10-15	AB-	942	83
995-64-1068		Kühnert GbR	hiltraudgiess@aol.de	"Lindnerallee 20
57092 Eilenburg"	Frieder Wesack	1912-01-05	irina47	(Decimal('59.447980'), Decimal('133.088106'))	02/28/2021, 00:00:00	AB+	1011	744
608-09-3726		Grein Groth	doloresgertz@web.de	"Cichoriusplatz 56
43078 Burglengenfeld"	Ismet Fischer B.A.		martinanneke	(Decimal('-89.232935'), Decimal('-40.991900'))	07/12/2019, 00:00:00	AB+	429	566
FGNPRR55C49D802Y		Monicelli, Columbo e Bruscantini e figli	leopoldomuratori@tele2.it	"Incrocio Morricone, 633
97012, Chiaramonte Gulfi (RG)"	Dott. Gioele Barcella		evangelistasforza	(Decimal('-74.796878'), Decimal('121.351102'))	2024/10/01	AB-	1260	414
160-55-9522		佐々木建設株式会社	watanabekana@hotmail.com	埼玉県川崎市高津区長間37丁目6番15号	高橋 陽子	1916-07-31	tanakamiki	(Decimal('88.061685'), Decimal('-127.201599'))	02 Apr 2024	A-	2105	773
09352184750	Perfumista	Ribeiro	silveiramaria@ig.com.br	"Praia Joaquim Lopes, 916
Vila Pilar
62516-761 Araújo Alegre / PE"	Dom Andrade	1923-01-01	levi92	(Decimal('35.7693415'), Decimal('160.817398'))	2019/03/11	AB+	1922	378
GLTVLT65E05E747M		Morgagni, Vittadello e Nicoletti s.r.l.	calarcoosvaldo@tiscali.it	"Via Benito, 88 Appartamento 2
19138, San Bartolomeo (SP)"	Annunziata Seddio		melaniazoppetto	(Decimal('28.3029165'), Decimal('126.114037'))	2019-11-07	A+	1211	231
175-64-4605	Fleischer	Stadelmann GmbH	sedat40@gmail.com	"Freudenbergerallee 7/3
50366 Nördlingen"	Senol Johann	1957-02-25	freudenbergerleo	(Decimal('35.863716'), Decimal('-11.096497'))	11/13/2024, 00:00:00	A-	97	616
644-16-0865		株式会社斎藤印刷	fkimura@gmail.com	群馬県三宅島三宅村所野32丁目7番16号	松本 加奈	1926-03-15	yutaota	(Decimal('-80.3872525'), Decimal('-127.586587'))	2019-05-05	A-	1787	262
279-19-1290	高等学校教員	合同会社山本鉱業	mendo@gmail.com	大分県新島村東大和町2丁目4番18号 パーク松が谷001	斎藤 美加子		yutamatsumoto	(Decimal('-36.629592'), Decimal('-53.123580'))	01/18/2024, 00:00:00	B-	2028	205
575-58-3230	Beamter	Gunpf	pmende@yahoo.de		Jan-Peter Kraushaar	2001-06-27	diethard17	(Decimal('72.057088'), Decimal('-37.505222'))	2021/02/04	B-	1375	87
03581927659		Machado	fernando32@gmail.com	"Estação de Moura, 434
Guaratã
18610517 Viana de Porto / PA"	Ana Clara Novais	1933-05-02	camposleonardo	(Decimal('-0.7489735'), Decimal('-48.232116'))	05/02/2023, 00:00:00	AB-	999	634
933-03-8381		Plath Geißler AG	reinhardt44@hotmail.de	"Antonius-Hövel-Gasse 57-49
94799 Burg"	Helene Dehmel	2020-04-21	junitzjohannes	(Decimal('80.7834785'), Decimal('73.168034'))	2023-11-30	B+	1601	139
CNLGCT68L56C911T	Surveyor, insurance	Santi s.r.l.	cargan@gmail.com	"Vicolo Isabella, 5
28011, Armeno (NO)"	Lolita Bragaglia		lucrezia71	(Decimal('16.286633'), Decimal('-95.860626'))	07 Mar 2021	O-	322	397
SPLRST38B48G266T		Paganini, Rismondo e Pagliaro s.r.l.	fabiabarillaro@gmail.com	"Contrada Micca, 4 Appartamento 35
55047, Ripa (LU)"	Dott. Ottone Procacci	2011-09-18	puccio72	(Decimal('-0.8516105'), Decimal('161.334145'))	2021/11/04	B+	184	146
719-93-8495		合同会社田中情報	sikeda@yahoo.com	山梨県富里市千塚29丁目18番4号 シャルム戸島998	伊藤 桃子		yosukeokada	(Decimal('78.5829515'), Decimal('-162.798139'))	06 Jan 2019	B+	26	17
588-18-8163		Anders e.G.	ggraf@gmail.com	"Jolanta-Salz-Weg 63/60
08802 Regen"	Rosalie Klingelhöfer	1985-09-16	slavica07	(Decimal('-69.8972335'), Decimal('44.613769'))	2024/02/04	AB+	421	764
520-63-1563		Salazar-Cruz	trogers@hotmail.com	"529 Caitlin Orchard Suite 920
Port Melody, FL 29357"	Erica Martin	1942-06-27	melissa33	(Decimal('-19.5801935'), Decimal('-47.938450'))	2019/12/30	B+	2050	193
402-53-6830	Air cabin crew	Huerta-Martinez	acollins@gmail.com	"20491 Hunter Harbor
North Christopherfort, RI 19601"	Stephanie Herring	1942-01-13	emorgan	(Decimal('-38.087158'), Decimal('74.923353'))	2023/03/21	B-	1170	705
049-20-7424		Finke	karl-otto55@yahoo.de	"Emmerich-Karz-Gasse 36-49
30685 Deggendorf"	Bernhard Kitzmann B.A.		adalbertcichorius	(Decimal('32.767342'), Decimal('38.698985'))	04/14/2022, 00:00:00	O-	1764	389
FRMSTN02E16F625A		Aporti-Tasca SPA	pbazzi@vodafone.it		Giuliano Dandolo	1997-07-09	qjuvara	(Decimal('85.060124'), Decimal('0.982023'))	11/28/2023, 00:00:00	A+	1982	213
